,formatted_address,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,Street,commune,country,store_name,communes
610,"Zwischenweg 1, 8413 Neftenbach, Switzerland",Denner Express,4.5,83.0,47.5270669,8.6672557,Zwischenweg 1, 8413 Neftenbach, Switzerland,denner,neftenbach
611,"Einkaufszentrum Rosenberg, Schaffhauserstrasse 152, 8400 Winterthur, Switzerland",Denner Discount,4.3,50.0,47.518314,8.719864,Einkaufszentrum Rosenberg, Schaffhauserstrasse 152, 8400 Winterthur,denner,winterthur
612,"Breitestrasse 4, 9532 Rickenbach, Switzerland",Coop Supermarkt Rickenbach,4.4,1055.0,47.4469776,9.0535898,Breitestrasse 4, 9532 Rickenbach, Switzerland,coop,
613,"Stadthausstrasse 31, 8400 Winterthur, Switzerland",Migros Supermarkt,4.2,353.0,47.5004172,8.7317917,Stadthausstrasse 31, 8400 Winterthur, Switzerland,migro,winterthur
614,"Im Schönengrund 3, 8404 Winterthur, Switzerland",Lidl Schweiz,4.1,666.0,47.4992226,8.7642057,Im Schönengrund 3, 8404 Winterthur, Switzerland,lidl,winterthur
615,"Winterthurerstrasse 5, 8472 Seuzach, Switzerland",Migros Supermarkt,4.1,209.0,47.535591,8.7302834,Winterthurerstrasse 5, 8472 Seuzach, Switzerland,migro,seuzach
616,"Tösstalstrasse 11, 8488 Turbenthal, Switzerland",ALDI SUISSE,4.2,485.0,47.4416895,8.8339348,Tösstalstrasse 11, 8488 Turbenthal, Switzerland,aldi,turbenthal
617,"Tösstalstrasse 54, 8488 Turbenthal, Switzerland",Migros Supermarkt,4.3,437.0,47.4386914,8.8443752,Tösstalstrasse 54, 8488 Turbenthal, Switzerland,migro,turbenthal
618,"Hauptstrasse 7, 8363 Bichelsee, Switzerland",Volg,4.6,34.0,47.448414,8.9263797,Hauptstrasse 7, 8363 Bichelsee, Switzerland,volg,
619,"Tösstalstrasse 306, 8405 Winterthur, Switzerland",SPAR express Winterthur Tösstalstrasse,4.0,121.0,47.479048,8.764775,Tösstalstrasse 306, 8405 Winterthur, Switzerland,spar,winterthur
620,"Industriestrasse 9, 8404 Winterthur, Switzerland",ALDI,4.1,724.0,47.4970357,8.7523491,Industriestrasse 9, 8404 Winterthur, Switzerland,aldi,winterthur
621,"Rudolf-Diesel-Strasse 19, 8404 Winterthur, Switzerland",Coop Supermarkt Winterthur Grüzemarkt,4.3,1434.0,47.4954793,8.7587459,Rudolf-Diesel-Strasse 19, 8404 Winterthur, Switzerland,coop,winterthur
622,"Archhöfe, Archpl. 2, 8400 Winterthur, Switzerland",ALDI,4.1,530.0,47.4979507,8.7245973,Archhöfe, Archpl. 2, 8400 Winterthur,aldi,winterthur
623,"Zelgmatte 2, 6144 Zell, Switzerland",Migros Supermarkt,4.4,162.0,47.1372234,7.928427999999998,Zelgmatte 2, 6144 Zell, Switzerland,migro,
624,"Haldenstrasse 1, 8904 Aesch, Switzerland",Volg Aesch,4.3,44.0,47.3372969,8.4386165,Haldenstrasse 1, 8904 Aesch, Switzerland,volg,
625,"Langstrasse 134, 8004 Zürich, Switzerland",migrolino fresh Zürich Langstrasse,4.0,109.0,47.3798276,8.5279349,Langstrasse 134, 8004 Zürich, Switzerland,migro,zürich
626,"Bahnhofstrasse 57, 8001 Zürich, Switzerland",Coop Supermarkt City Zürich St. Annahof Food,4.3,3060.0,47.37295719999999,8.537843400000002,Bahnhofstrasse 57, 8001 Zürich, Switzerland,coop,zürich
627,"Birmensdorferstrasse 200, 8003 Zürich, Switzerland",Coop Supermarkt Zürich Wiedikon,4.3,679.0,47.3707958,8.5160521,Birmensdorferstrasse 200, 8003 Zürich, Switzerland,coop,dorf
628,"Bahnhofbrücke 1, 8001 Zürich, Switzerland",Coop Supermarkt Zürich Bahnhofbrücke,4.3,3171.0,47.3764584,8.5423575,Bahnhofbrücke 1, 8001 Zürich, Switzerland,coop,zürich
629,"Hauptstrasse 95, 4147 Aesch, Switzerland",Migros Supermarkt,4.0,207.0,47.468937,7.5954739,Hauptstrasse 95, 4147 Aesch, Switzerland,migro,
630,"Areal Sternen, Zürcherstrasse 110, 8903 Birmensdorf, Switzerland",Denner Discount,4.3,169.0,47.35967489999999,8.4540341,Areal Sternen, Zürcherstrasse 110, 8903 Birmensdorf,denner,dorf
631,"Zürcherstrasse 110/112, 8903 Birmensdorf, Switzerland",Coop Pronto Shop mit Tankstelle Birmensdorf,4.1,117.0,47.3594247,8.453512900000002,Zürcherstrasse 110/112, 8903 Birmensdorf, Switzerland,coop,dorf
632,"Birmensdorferstrasse 79, 8902 Urdorf, Switzerland",Coop Supermarkt Urdorf,4.2,132.0,47.38488340000001,8.4222555,Birmensdorferstrasse 79, 8902 Urdorf, Switzerland,coop,dorf
633,"Albisriederstrasse 365, 8047 Zürich, Switzerland",Migros Supermarkt,4.2,200.0,47.3752612,8.485700399999999,Albisriederstrasse 365, 8047 Zürich, Switzerland,migro,zürich
634,"Birmensdorferstrasse 87, 8902 Urdorf, Switzerland",Migros Supermarkt,4.1,293.0,47.3850391,8.4217389,Birmensdorferstrasse 87, 8902 Urdorf, Switzerland,migro,dorf
635,"Bachstrasse 11, 8902 Urdorf, Switzerland",SPAR Supermarkt Urdorf,4.3,150.0,47.381907,8.4237109,Bachstrasse 11, 8902 Urdorf, Switzerland,spar,dorf
636,"Bahnhofpl. 8, 8953 Dietikon, Switzerland",SPAR express Dietikon,4.0,60.0,47.406434,8.404505,Bahnhofpl. 8, 8953 Dietikon, Switzerland,spar,dietikon
637,"Rapidpl. 5, 8953 Dietikon, Switzerland",Lidl Schweiz,4.0,407.0,47.4103875,8.4042018,Rapidpl. 5, 8953 Dietikon, Switzerland,lidl,dietikon
638,"Bernstrasse 378, 8953 Dietikon, Switzerland",ALDI SUISSE,4.2,597.0,47.3855111,8.3957628,Bernstrasse 378, 8953 Dietikon, Switzerland,aldi,dietikon
639,"Löwenstrasse 28, 8953 Dietikon, Switzerland",Migros Supermarkt,4.2,492.0,47.4050615,8.4021644,Löwenstrasse 28, 8953 Dietikon, Switzerland,migro,dietikon
640,"Florastrasse 22, 8953 Dietikon, Switzerland",Coop Supermarkt Dietikon Florastrasse,4.1,295.0,47.4037588,8.4023763,Florastrasse 22, 8953 Dietikon, Switzerland,coop,dietikon
641,"Bahnhofpl. 11, 8953 Dietikon, Switzerland",Coop Pronto Shop Dietikon am Bahnhof,4.1,247.0,47.4060725,8.403910699999999,Bahnhofpl. 11, 8953 Dietikon, Switzerland,coop,dietikon
642,"Bernstrasse 386, 8953 Dietikon, Switzerland",migrolino Dietikon,4.2,62.0,47.3841648,8.3955796,Bernstrasse 386, 8953 Dietikon, Switzerland,migro,dietikon
643,"Badenerstrasse 21, 8953 Dietikon, Switzerland",Denner Discount,4.1,207.0,47.405993,8.397147,Badenerstrasse 21, 8953 Dietikon, Switzerland,denner,dietikon
644,"Zentrum Kirchplatz, Löwenstrasse 15, 8953 Dietikon, Switzerland",Denner Discount,4.1,135.0,47.405584,8.402434999999999,Zentrum Kirchplatz, Löwenstrasse 15, 8953 Dietikon,denner,dietikon
645,"Hofackerstrasse 37, 8953 Dietikon, Switzerland",Denner Satellit,4.3,82.0,47.3956756,8.415036599999999,Hofackerstrasse 37, 8953 Dietikon, Switzerland,denner,dietikon
646,"Huebwiesenstrasse 29, 8954 Geroldswil, Switzerland",Denner Express,4.5,103.0,47.4220379,8.408545,Huebwiesenstrasse 29, 8954 Geroldswil, Switzerland,denner,geroldswil
647,"Limmattalstrasse 25, 8954 Geroldswil, Switzerland",Coop Pronto Shop mit Tankstelle Geroldswil,4.1,193.0,47.4192575,8.414420999999999,Limmattalstrasse 25, 8954 Geroldswil, Switzerland,coop,geroldswil
648,"Im Zentrum 2, 8102 Oberengstringen, Switzerland",Migros Supermarkt,4.1,213.0,47.4086538,8.4633626,Im Zentrum 2, 8102 Oberengstringen, Switzerland,migro,oberengstringen
649,"Ladengasse 1, 8102 Oberengstringen, Switzerland",Denner Discount,3.9,87.0,47.40859649999999,8.4635455,Ladengasse 1, 8102 Oberengstringen, Switzerland,denner,oberengstringen
650,"Frankentalerstrasse 20, 8049 Zürich, Switzerland",Coop Supermarket,4.2,281.0,47.4058119,8.4813824,Frankentalerstrasse 20, 8049 Zürich, Switzerland,coop,zürich
651,"Zürcherstrasse 158, 8102 Oberengstringen, Switzerland",Migrol Service,3.8,43.0,47.411809,8.4558553,Zürcherstrasse 158, 8102 Oberengstringen, Switzerland,migro,oberengstringen
652,"Wagistrasse 20, 8952 Schlieren, Switzerland",ALDI SUISSE,4.1,270.0,47.3984406,8.4597418,Wagistrasse 20, 8952 Schlieren, Switzerland,aldi,schlieren
653,"Regensdorferstrasse 9, 8049 Zürich, Switzerland",Coop Supermarkt Zürich Hönggermarkt,4.2,294.0,47.4027056,8.4984139,Regensdorferstrasse 9, 8049 Zürich, Switzerland,coop,dorf
654,"Bahnhofstrasse 2, 8952 Schlieren, Switzerland",Coop Pronto Shop Schlieren,4.0,45.0,47.3982383,8.4484853,Bahnhofstrasse 2, 8952 Schlieren, Switzerland,coop,schlieren
655,"Goldschlägipl. 5, 8952 Schlieren, Switzerland",Coop Supermarkt Schlieren Rietpark,4.2,388.0,47.3997563,8.4418133,Goldschlägipl. 5, 8952 Schlieren, Switzerland,coop,schlieren
656,"Regensdorferstrasse 20, 8049 Zürich, Switzerland",Migros Supermarkt,4.3,347.0,47.4037277,8.497173799999999,Regensdorferstrasse 20, 8049 Zürich, Switzerland,migro,dorf
657,"Limmattalstrasse 15, 8955 Oetwil an der Limmat, Switzerland",Migrol Tankstelle,4.1,34.0,47.4294836,8.3914052,Limmattalstrasse 15, 8955 Oetwil an der Limmat, Switzerland,migro,oetwil an der limmat
658,"A1 Limmat Richtung, 5436 Würenlos, Switzerland",migrolino Würenlos Limmat,0.0,0.0,47.43817869999999,8.346853399999999,A1 Limmat Richtung, 5436 Würenlos, Switzerland,migro,würenlos
659,"Güterstrasse 3, 8952 Schlieren, Switzerland",migrolino Schlieren,4.4,44.0,47.3988536,8.447487599999999,Güterstrasse 3, 8952 Schlieren, Switzerland,migro,schlieren
660,"Badenerstrasse 104, 8952 Schlieren, Switzerland",SPAR Supermarkt Schlieren,4.0,28.0,47.3974994,8.430895399999999,Badenerstrasse 104, 8952 Schlieren, Switzerland,spar,schlieren
661,"Badenerstrasse 41, 8952 Schlieren, Switzerland",migrolino Schlieren,4.0,91.0,47.3963465,8.4403039,Badenerstrasse 41, 8952 Schlieren, Switzerland,migro,schlieren
662,"Zürcherstrasse 6, 8952 Schlieren, Switzerland",Coop Supermarkt Schlieren Lilie,4.1,412.0,47.3974308,8.4487683,Zürcherstrasse 6, 8952 Schlieren, Switzerland,coop,schlieren
663,"Badenerstrasse 57, 8952 Schlieren, Switzerland",Migros Supermarkt,4.1,271.0,47.3960242,8.437803599999999,Badenerstrasse 57, 8952 Schlieren, Switzerland,migro,schlieren
664,"Güterstrasse 5, 8952 Schlieren, Switzerland",Migros Supermarkt,4.2,205.0,47.3982484,8.4471163,Güterstrasse 5, 8952 Schlieren, Switzerland,migro,schlieren
665,"Zürcherstrasse 133, 8952 Schlieren, Switzerland",Lidl,4.4,31.0,47.39753,8.46486,Zürcherstrasse 133, 8952 Schlieren, Switzerland,lidl,schlieren
666,"Goldschlägipl. 3, 8952 Schlieren, Switzerland",ALDI SUISSE,4.2,323.0,47.4001171,8.441642400000001,Goldschlägipl. 3, 8952 Schlieren, Switzerland,aldi,schlieren
667,"Reitmenstrasse 5, 8952 Schlieren, Switzerland",Lidl,4.1,639.0,47.3993447,8.4324879,Reitmenstrasse 5, 8952 Schlieren, Switzerland,lidl,schlieren
668,"Rietbachstrasse 14, 8952 Schlieren, Switzerland",Migros Supermarkt,4.4,457.0,47.4004418,8.4350087,Rietbachstrasse 14, 8952 Schlieren, Switzerland,migro,bachs
669,"Güterstrasse 4/6, 8952 Schlieren, Switzerland",Denner Express,4.2,232.0,47.39890030000001,8.446334199999999,Güterstrasse 4/6, 8952 Schlieren, Switzerland,denner,schlieren
670,"Freiestrasse 52, 8952 Schlieren, Switzerland",Denner Express,4.0,103.0,47.3960056,8.4394187,Freiestrasse 52, 8952 Schlieren, Switzerland,denner,schlieren
671,"Rietbachstrasse 14, 8952 Schlieren, Switzerland",Denner Discount,4.4,123.0,47.4008178,8.435626,Rietbachstrasse 14, 8952 Schlieren, Switzerland,denner,bachs
672,"Einkaufszentrum Lilie, Uitikonerstrasse 9, 8952 Schlieren, Switzerland",Denner Discount,4.2,53.0,47.39682939999999,8.448775699999999,Einkaufszentrum Lilie, Uitikonerstrasse 9, 8952 Schlieren,denner,schlieren
673,"Waldegg CH, Zürcherstrasse 44, 8142 Uitikon, Switzerland",Volg,4.4,69.0,47.3703847,8.455264399999999,Waldegg CH, Zürcherstrasse 44, 8142 Uitikon,volg,egg
674,"Birmensdorferstrasse 517, 8055 Zürich, Switzerland",migrolino Zürich Birmensdorferstrasse,4.3,26.0,47.3674068,8.4944007,Birmensdorferstrasse 517, 8055 Zürich, Switzerland,migro,dorf
675,"Lindenpl. 6, 8048 Zürich, Switzerland",Coop Supermarkt Zürich Lindenplatz,4.0,305.0,47.3876386,8.4853846,Lindenpl. 6, 8048 Zürich, Switzerland,coop,zürich
676,"Birmensdorferstrasse 79 Einkaufszentrum Spitzacker, 8902 Urdorf, Switzerland",Denner Discount,4.2,74.0,47.3850777,8.422424,Birmensdorferstrasse 79 Einkaufszentrum Spitzacker, 8902 Urdorf, Switzerland,denner,dorf
677,"Wehntalerstrasse 549, 8046 Zürich, Switzerland",Coop Supermarkt Zürich Wehntalerstrasse,4.0,224.0,47.4189272,8.5056214,Wehntalerstrasse 549, 8046 Zürich, Switzerland,coop,zürich
678,"Wehntalerstrasse 586C, 8046 Zürich, Switzerland",migrolino Zürich Furttal,4.0,139.0,47.4209373,8.5026301,Wehntalerstrasse 586C, 8046 Zürich, Switzerland,migro,zürich
679,"Hauptbahnhof, 8001 Zürich, Switzerland",Migros Supermarkt,4.2,1856.0,47.3779303,8.5391097,Hauptbahnhof, 8001 Zürich, Switzerland,migro,zürich
680,"Museumstrasse, 8001 Zürich, Switzerland",Coop,4.3,83.0,47.3778076,8.5384652,Museumstrasse, 8001 Zürich, Switzerland,coop,zürich
681,"Bahnhofpl., 8001 Zürich, Switzerland",migrolino,3.9,78.0,47.3778211,8.5404269,Bahnhofpl., 8001 Zürich, Switzerland,migro,zürich
682,"Fraumünsterstrasse 16, 8001 Zürich, Switzerland",LIDL Switzerland,4.4,1024.0,47.3688262,8.5411485,Fraumünsterstrasse 16, 8001 Zürich, Switzerland,lidl,zürich
683,"Zollstrasse 58, 8005 Zürich, Switzerland",Aldi,4.3,1000.0,47.3808425,8.533240600000001,Zollstrasse 58, 8005 Zürich, Switzerland,aldi,zürich
684,"Niederdorfstrasse 88, 8001 Zürich, Switzerland",Migrolino Zürich Niederdorfstrasse,4.2,24.0,47.3762269,8.54413,Niederdorfstrasse 88, 8001 Zürich, Switzerland,migro,dorf
685,"Hohlstrasse 35, 8004 Zürich, Switzerland",Coop Supermarkt Zürich Hohlstrasse,4.0,355.0,47.3771488,8.5265379,Hohlstrasse 35, 8004 Zürich, Switzerland,coop,zürich
686,"Röntgenstrasse 48, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Josefstrasse,4.0,203.0,47.3847975,8.5272306,Röntgenstrasse 48, 8005 Zürich, Switzerland,coop,zürich
687,"Sihlpassage, 8004 Zürich, Switzerland",Migros Supermarkt,4.3,349.0,47.3784015,8.535615,Sihlpassage, 8004 Zürich, Switzerland,migro,zürich
688,"Löwenstrasse 2, 8001 Zürich, Switzerland",migrolino fresh Zürich Löwenstrasse,4.0,36.0,47.3729829,8.534700899999999,Löwenstrasse 2, 8001 Zürich, Switzerland,migro,zürich
689,"Schaffhauserstrasse 75, 8057 Zürich, Switzerland",Migros,4.0,322.0,47.3925463,8.5384833,Schaffhauserstrasse 75, 8057 Zürich, Switzerland,migro,zürich
690,"Pfingstweidstrasse 101, 8005 Zürich, Switzerland",Migros-Supermarkt,4.2,263.0,47.3902872,8.5089945,Pfingstweidstrasse 101, 8005 Zürich, Switzerland,migro,zürich
691,"Halle, Löwenstrasse, 8021 Zürich, Switzerland",Coop Supermarkt Zürich ShopVille HB,4.0,824.0,47.3778272,8.540287,Halle, Löwenstrasse, 8021 Zürich,coop,zürich
692,"Maagpl. 1, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Maagplatz,4.0,64.0,47.3859754,8.516154,Maagpl. 1, 8005 Zürich, Switzerland,coop,zürich
693,"Zugerstrasse 6, 8820 Wädenswil, Switzerland",Coop Supermarkt Wädenswil,4.1,507.0,47.2303043,8.6724467,Zugerstrasse 6, 8820 Wädenswil, Switzerland,coop,wädenswil
694,"Oberdorfstrasse 27-31, 8820 Wädenswil, Switzerland",Migros Supermarkt,4.4,660.0,47.2290391,8.667934899999999,Oberdorfstrasse 27-31, 8820 Wädenswil, Switzerland,migro,dorf
695,"Florhofstrasse 9, 8820 Wädenswil, Switzerland",Coop Supermarkt Wädenswil di alt Fabrik,4.3,22.0,47.2306389,8.6699631,Florhofstrasse 9, 8820 Wädenswil, Switzerland,coop,wädenswil
696,"Seestrasse 302/304, 8820 Wädenswil, Switzerland",ALDI SUISSE,4.0,510.0,47.2464746,8.646444899999999,Seestrasse 302/304, 8820 Wädenswil, Switzerland,aldi,wädenswil
697,"Seestrasse 198, 8820 Wädenswil, Switzerland",migrolino Wädenswil,4.4,53.0,47.2378594,8.6605384,Seestrasse 198, 8820 Wädenswil, Switzerland,migro,wädenswil
698,"Steinacherstrasse 147, 8820 Wädenswil, Switzerland",Lidl Schweiz,4.1,504.0,47.2365903,8.636061399999999,Steinacherstrasse 147, 8820 Wädenswil, Switzerland,lidl,wädenswil
699,"Schönenbergstrasse 26, 8820 Wädenswil, Switzerland",Volg Wädenswil,4.3,38.0,47.2274196,8.670198400000002,Schönenbergstrasse 26, 8820 Wädenswil, Switzerland,volg,wädenswil
700,"Rütistrasse 1, 8820 Wädenswil, Switzerland",Migros Supermarkt,4.2,369.0,47.2350769,8.6374871,Rütistrasse 1, 8820 Wädenswil, Switzerland,migro,wädenswil
701,"Oberdorfstrasse 21, 8820 Wädenswil, Switzerland",Denner Discount,4.1,156.0,47.2283032,8.6688282,Oberdorfstrasse 21, 8820 Wädenswil, Switzerland,denner,dorf
702,"St. Gallerstrasse 18, 8353 Elgg, Switzerland",Denner Partner,4.6,58.0,47.4980102,8.8620933,St. Gallerstrasse 18, 8353 Elgg, Switzerland,denner,elgg
703,"Vordergasse 4, 8353 Elgg, Switzerland",Volg,4.4,57.0,47.49094220000001,8.866710399999999,Vordergasse 4, 8353 Elgg, Switzerland,volg,elgg
704,"Schützenstrasse 1, 8355 Aadorf, Switzerland",Volg,4.5,58.0,47.4886169,8.9037771,Schützenstrasse 1, 8355 Aadorf, Switzerland,volg,dorf
705,"Wittenwilerstrasse 45, 8355 Aadorf, Switzerland",ALDI SUISSE,4.3,481.0,47.498657,8.905691599999999,Wittenwilerstrasse 45, 8355 Aadorf, Switzerland,aldi,dorf
706,"Seestrasse 288, 8810 Horgen, Switzerland",VOI Migros-Partner Horgen,4.3,145.0,47.2547325,8.612421399999999,Seestrasse 288, 8810 Horgen, Switzerland,migro,horgen
707,"Seestrasse 83 / 93, 8810 Horgen, Switzerland",Lidl Schweiz,4.1,232.0,47.2630694,8.591273600000001,Seestrasse 83 / 93, 8810 Horgen, Switzerland,lidl,horgen
708,"Alte Landstrasse 24, 8810 Horgen, Switzerland",Migros Supermarkt,4.2,543.0,47.2604576,8.5973844,Alte Landstrasse 24, 8810 Horgen, Switzerland,migro,horgen
709,"Bahnhofstrasse 8, 8810 Horgen, Switzerland",Coop Pronto Shop Horgen am Bahnhof,4.3,120.0,47.2611459,8.5972434,Bahnhofstrasse 8, 8810 Horgen, Switzerland,coop,horgen
710,"Einsiedlerstrasse 301, 8810 Horgen, Switzerland",Coop Supermarkt Horgen Waldegg,4.2,364.0,47.2454475,8.6079657,Einsiedlerstrasse 301, 8810 Horgen, Switzerland,coop,horgen
711,"Zugerstrasse 35, 8810 Horgen, Switzerland",Coop Supermarkt Horgen Leue-Huus,4.0,211.0,47.25920989999999,8.5987868,Zugerstrasse 35, 8810 Horgen, Switzerland,coop,horgen
712,"Seestrasse 117, 8810 Horgen, Switzerland",SPAR express Horgen Seestrasse,4.0,176.0,47.2617088,8.5949738,Seestrasse 117, 8810 Horgen, Switzerland,spar,horgen
713,"Dorfplatz 2 Einkaufszentrum Schinzenhof, 8810 Horgen, Switzerland",Denner Discount,4.3,65.0,47.259952,8.598059,Dorfplatz 2 Einkaufszentrum Schinzenhof, 8810 Horgen, Switzerland,denner,dorf
714,"Seestrasse 338, 8810 Horgen, Switzerland",Denner Discount,4.4,104.0,47.253325,8.6189193,Seestrasse 338, 8810 Horgen, Switzerland,denner,horgen
715,"Märtpl. 5, 8307 Illnau-Effretikon, Switzerland",Migros Supermarkt,4.2,582.0,47.4285078,8.6849293,Märtpl. 5, 8307 Illnau-Effretikon, Switzerland,migro,illnau-effretikon
716,"Grendelbachstrasse 30, 8307 Illnau-Effretikon, Switzerland",Denner Discount,4.0,192.0,47.42391869999999,8.691223299999999,Grendelbachstrasse 30, 8307 Illnau-Effretikon, Switzerland,denner,bachs
717,"Stäffelistrasse 7, 8409 Winterthur, Switzerland",Coop Supermarkt Winterthur Hegi,4.1,229.0,47.5038982,8.7708385,Stäffelistrasse 7, 8409 Winterthur, Switzerland,coop,winterthur
718,"Guggenbühlstrasse 1, 8404 Winterthur, Switzerland",Migros Supermarkt,4.1,449.0,47.5111976,8.7590191,Guggenbühlstrasse 1, 8404 Winterthur, Switzerland,migro,winterthur
719,"Bahnhofstrasse 11, 3270 Aarberg, Switzerland",Coop Supermarkt Aarberg Center,4.4,592.0,47.04275320000001,7.2764963,Bahnhofstrasse 11, 3270 Aarberg, Switzerland,coop,aarberg
720,"Alte Lyss-Strasse 7, 3270 Aarberg, Switzerland",Lidl Schweiz,4.1,428.0,47.0524992,7.2860782,Alte Lyss-Strasse 7, 3270 Aarberg, Switzerland,lidl,aarberg
721,"Alte Lyss-Strasse 2, 3270 Aarberg, Switzerland",Denner Satellit,4.2,255.0,47.0508026,7.2837654,Alte Lyss-Strasse 2, 3270 Aarberg, Switzerland,denner,aarberg
722,"Leimernweg 53, 3270 Aarberg, Switzerland",Coop Pronto Shop mit Tankstelle Aarberg,4.3,273.0,47.050788,7.283199699999999,Leimernweg 53, 3270 Aarberg, Switzerland,coop,aarberg
723,"Bielstrasse 9, 3250 Lyss, Switzerland",Denner Discount,4.3,94.0,47.074513,7.30545,Bielstrasse 9, 3250 Lyss, Switzerland,denner,lyss
724,"Bahnhofstrasse 16, 3250 Lyss, Switzerland",Coop Pronto Shop Lyss Bahnhof,4.1,60.0,47.0764119,7.306178799999999,Bahnhofstrasse 16, 3250 Lyss, Switzerland,coop,lyss
725,"Steinweg 28, 3250 Lyss, Switzerland",Denner Discount,4.4,37.0,47.0789215,7.3036914,Steinweg 28, 3250 Lyss, Switzerland,denner,lyss
726,"Steinweg 28, 3250 Lyss, Switzerland",Migros Supermarkt,4.3,594.0,47.07871300000001,7.304018300000001,Steinweg 28, 3250 Lyss, Switzerland,migro,lyss
727,"Beundengasse 2, 3250 Lyss, Switzerland",Coop Supermarkt Lyss Stigli,4.3,413.0,47.0726612,7.3025764,Beundengasse 2, 3250 Lyss, Switzerland,coop,lyss
728,"Bürenstrasse 9, 3250 Lyss, Switzerland",ALDI SUISSE,4.0,531.0,47.07628769999999,7.3076022,Bürenstrasse 9, 3250 Lyss, Switzerland,aldi,lyss
729,"Hauptstrasse 61, 2575 Täuffelen, Switzerland",Coop Supermarkt Täuffelen,4.2,163.0,47.0715345,7.201725600000001,Hauptstrasse 61, 2575 Täuffelen, Switzerland,coop,täuffelen
730,"Hauptstrasse 29, 2575 Gerolfingen, Switzerland",Denner Partner,4.6,71.0,47.075309,7.201817399999999,Hauptstrasse 29, 2575 Gerolfingen, Switzerland,denner,
731,"Erlenstrasse 40, 2555 Brügg, Switzerland",Migros Supermarkt,4.4,1196.0,47.119664,7.267001,Erlenstrasse 40, 2555 Brügg, Switzerland,migro,brügg
732,"Eigerstrasse 60, 3007 Bern, Switzerland",Coop Supermarkt Bern Sulgenbach,4.1,213.0,46.9394691,7.437065,Eigerstrasse 60, 3007 Bern, Switzerland,coop,bern
733,"Hauptstrasse 19, 3272 Walperswil, Switzerland",Volg,4.4,40.0,47.0598946,7.2275243,Hauptstrasse 19, 3272 Walperswil, Switzerland,volg,walperswil
734,"Lohngasse 68, 2564 Bellmund, Switzerland",Coop Supermarkt Bellmund,4.5,78.0,47.1098762,7.246720399999999,Lohngasse 68, 2564 Bellmund, Switzerland,coop,bellmund
735,"Eisfeldstrasse 27, 2504 Biel, Switzerland",Coop Supermarkt Biel Bözingen,4.2,227.0,47.1547768,7.2761343,Eisfeldstrasse 27, 2504 Biel, Switzerland,coop,
736,"Bernstrasse 63, 3267 Seedorf, Switzerland",Volg Seedorf BE,4.6,24.0,47.0350571,7.3130436,Bernstrasse 63, 3267 Seedorf, Switzerland,volg,dorf
737,"Dorfstrasse 41, 3257 Grossaffoltern, Switzerland",Spar Mini,4.6,13.0,47.0666457,7.3611305,Dorfstrasse 41, 3257 Grossaffoltern, Switzerland,spar,dorf
738,"Wydenpark 6B, 2557 Studen, Switzerland",Coop Supermarkt Studen,4.2,189.0,47.1128722,7.3007478,Wydenpark 6B, 2557 Studen, Switzerland,coop,
