,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,shop,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,branch,operator,website,toilets:wheelchair,wheelchair,diet:halal,diet:kosher,addr:country,phone,source,internet_access,check_date:opening_hours,addr:housename,payment:cash,payment:debit_cards,entrance,level,organic,opening_hours:covid19,payment:coins,payment:credit_cards,description,emergency,emergency:phone,nodes,building,indoor,source:opening_hours,takeaway,addr:place,check_date,access,amenity,fee,parking,layer,start_date,post_box:location,bus,ele,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,operator:wikidata,name:en,internet_access:fee,contact:phone,building:material,roof:colour,building:levels,building:roof,roof:shape,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,recycling:clothes,smoothness,surface,capacity:disabled,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,name:de,lit,fixme,payment:twint,departures_board,access:covid19,changing_table,contact:website,dog,end_date,fax,addr:state,opening_hours:url,smoking,building:part,contact:addr:full,internet_access:ssid,disused:shop,recycling:batteries,contact:addr,addr:full,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,source:addr,landuse,addr:suburb,changing_table:location,addr:street:fr,official_name,man_made,surveillance,loc_name,post_office:brand,nat_name,url,roof:levels,indoor_seating,outdoor_seating,capacity,opening_date,recycling:electrical_appliances,recycling:cans,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:fr,ways,type,note,payment:visa_debit,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
360,node/295262648,295262648,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",supermarket,POINT (7.5960558 47.5024247),Reinach BL,1,4153,Niederbergstrasse,Migros Mischeli (MM),Reinach BL Mischeli,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-reinach-mischeli,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,node/335990607,335990607,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.6517854 47.5852901),Riehen,8,4125,Webergässchen,Migros Riehen (MM),Riehen Dorf,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-riehen-dorf,,limited,,,CH,+41 58 575 83 80,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,node/366139633,366139633,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5927128 47.5526701),Basel,24,4051,Aeschenvorstadt,Migros Drachen-Center (MM),Basel Drachen-Center,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-drachen-center,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,node/394819083,394819083,node,Migros,Q680727,,,,,,Migros,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-18:00,supermarket,POINT (7.6074542 47.5216609),Münchenstein,2,4142,Kaspar Pfeiffer-Strasse,Migros Münchenstein (MM),Münchenstein Gartenstadt,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-muenchenstein-gartenstadt,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros Gartenstadt (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,node/584796979,584796979,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5813063 47.5560278),Basel,27,4051,Schützenmattstrasse,Migros Schützenmatt,Basel Schützenmatt,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-schuetzenmatt,,yes,,,,,,,2022-03-07,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,node/629208307,629208307,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (7.5546178 47.5097687),Oberwil BL,18,4104,Mühlemattstrasse,Migros Oberwil BL (MMM),Oberwil BL,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-oberwil,,yes,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,node/661056247,661056247,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Sa 07:30-18:00; PH off,supermarket,POINT (7.5728438 47.5623042),Basel,11,4055,Burgfelderstrasse,Migros Burgfelder (MM),Basel Burgfelder,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-burgfelder,,,,,,,,,2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,node/707688659,707688659,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 07:00-20:00; Sa 07:00-18:00; PH off,supermarket,POINT (7.5794364 47.5683624),Basel,70-72,4056,Mülhauserstrasse,Migros Mülhauser,Basel Mülhauser,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-muelhauser,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,node/761492253,761492253,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",supermarket,POINT (7.6018528 47.5586733),Basel,62-64,4058,Grenzacherstrasse,Migros Juniors Market,Basel Juniors Market,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-juniors-market,,yes,,,,,,,2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,node/1168833492,1168833492,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off,supermarket,POINT (7.5643633 47.5469654),Basel,7,4054,Neuweilerplatz,Migros Neuweiler,Basel Neuweiler,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-neuweiler,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,node/1598176928,1598176928,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5921791 47.5435533),Basel,180,4053,Güterstrasse,Migros Gundelitor (MM),Basel Gundelitor,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-gundelitor,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,node/1598950812,1598950812,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.6242091 47.5554994),Birsfelden,2,4127,Chrischonastrasse,Migros Birsfelden (MM),Birsfelden,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-birsfelden,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,node/1600266336,1600266336,node,,,,,,,,Migros,,,POINT (7.624635 47.5558995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking_entrance,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,node/1647190952,1647190952,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.6335935 47.5338528),Muttenz,40,4132,Lutzertstrasse,Migros Lutzert,Muttenz Lutzert,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-muttenz-lutzert,,,,,,,,,2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,node/1654123463,1654123463,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5503002 47.5531289),Allschwil,191,4123,Baslerstrasse,Migros Ziegelei,Allschwil Ziegelei,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-allschwil-ziegelei,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,node/1668864828,1668864828,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5964884 47.56926),Basel,32,4057,Efringerstrasse,Migros Efringer (MM),Basel Efringer,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-efringer,,yes,,,,,,,2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,node/1738448253,1738448253,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.5744326 47.5413237),Binningen,71,4102,Hauptstrasse,Migros Binningen,Binningen Zentrum,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-binningen-zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,node/2485517212,2485517212,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off",supermarket,POINT (7.5961798 47.5800952),Basel,70,4057,Hochbergerstrasse,Migros Stücki,Basel Stücki,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-stuecki,,yes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,node/4521077846,4521077846,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 06:30-19:00, Sa 06:30-18:00; Su off",supermarket,POINT (7.5876958 47.5592809),Basel,12,4051,Eisengasse,Migros Märtplatz,Basel Märtplatz,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-maertplatz,,,,,,,,,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,node/5032268522,5032268522,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 06:00-22:00, Sa-Su 07:30-22:00",supermarket,POINT (7.5889594 47.5476823),Basel,10,4051,Centralbahnstrasse,Migros Basel SBB,Basel Bahnhof,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-bahnhof-provisorium,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,node/5718170409,5718170409,node,Migros,Q680727,,,,,,Migros,Mo-Fr 08:00-19:00; Sa 07:30-18:00,supermarket,POINT (7.5734503 47.556004),Basel,31,4055,Allschwilerstrasse,Migros Allschwiler,Basel Allschwiler,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-allschwiler,,yes,,,,+41 58 575 86 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,node/7457739462,7457739462,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (7.6039942 47.5395222),Basel,200,4053,Münchensteinerstrasse,Migros Dreispitz,Basel Dreispitz MParc,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-dreispitz-mparc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,way/23887584,23887584,way,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((7.5728897 47.5321248, 7.5723471 47.5322431, 7.5725308 47.5326357, 7.572961 47.5325334, 7.5730778 47.5324945, 7.5731945 47.5324167, 7.5729091 47.5321961, 7.5728897 47.5321248))",Binningen,17,4102,Gorenmattstrasse,Migros Gorenmatt (MM),Binningen Gorenmatt,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-binningen-gorenmatt,,,,,,,,,,,,,,,,,,,,,,"[258913750, 258913765, 258913763, 258913760, 258913758, 258913755, 258913752, 258913750]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,way/93487019,93487019,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((7.6151984 47.5703127, 7.6150179 47.5702156, 7.6154978 47.5698063, 7.6155406 47.5698293, 7.6156783 47.5699034, 7.6151984 47.5703127))",Basel,315,4058,Riehenstrasse,Migros Eglisee,Basel Eglisee,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-eglisee,,yes,,,,,,,,,,,,,,,,,,,,"[1083793616, 1083793496, 1083793476, 5222148719, 1083793500, 1083793616]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,way/102261217,102261217,way,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((7.6070146 47.5493643, 7.6071321 47.5494737, 7.6072127 47.5494341, 7.6070954 47.5493249, 7.607037 47.5493534, 7.6070146 47.5493643))",Basel,105,4052,Hardstrasse,Migros Hardstrasse,Basel Hardstrasse,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-hardstrasse,,,,,,,Geodaten Kanton Basel-Stadt,,,,,,,,,,,,,,,"[3476410203, 3476410260, 3476410236, 3476410188, 3476409818, 3476410203]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,Die Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,way/128875925,128875925,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((7.6554416 47.5266591, 7.6557021 47.5265957, 7.6556696 47.5265348, 7.656095 47.5264311, 7.6559271 47.526117, 7.6556912 47.5261744, 7.6557036 47.5261977, 7.6555767 47.5262286, 7.6552536 47.5263074, 7.6553016 47.5263972, 7.6554416 47.5266591))",Muttenz,17,4132,Rothausstrasse,Migros Muttenz (MM),Muttenz Rothausstrasse,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-muttenz-rothausstrasse,,,,,,,,,,,,,,,,,,,,,,"[1422954839, 1422954841, 1422954840, 1422954833, 1422954824, 1422954823, 1422954822, 6638638480, 1422954848, 6638659906, 1422954839]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,way/821839667,821839667,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((7.5923529 47.56137, 7.5922313 47.561533, 7.5922049 47.5615708, 7.5921423 47.561549, 7.5921535 47.5615074, 7.5920623 47.5614772, 7.5919278 47.5614312, 7.5917897 47.5615908, 7.5917431 47.5616554, 7.5917953 47.5616719, 7.5917998 47.5616654, 7.5920595 47.5617478, 7.592064 47.5617427, 7.5926926 47.5619956, 7.5926859 47.5620033, 7.5927207 47.5620173, 7.5927801 47.5619629, 7.5927882 47.5619598, 7.5927972 47.5619516, 7.5927992 47.5619453, 7.5928516 47.5618972, 7.5926249 47.5618083, 7.5927014 47.5616985, 7.5924148 47.5616108, 7.5924308 47.5615915, 7.592389 47.5615782, 7.5925065 47.5614235, 7.5923805 47.5613796, 7.5923529 47.56137))",Basel,11,4058,Untere Rebgasse,Migros Claramarkt (MMM),Basel Claramarkt,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-basel-claramarkt,yes,yes,,,,,,,,,,,,,,,,,,,,"[3220094521, 3220094685, 3220094696, 3220094690, 3220094677, 3220094672, 3220094547, 3220094705, 3220094719, 3220094725, 3220094723, 3220094755, 3220094752, 3220095075, 3220095079, 3220095096, 3220095064, 3220095061, 3220094956, 3220094952, 3220094923, 3220094875, 3220094736, 3220094712, 3220094706, 3220094700, 3220094541, 5253939225, 3220094521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,node/286905575,286905575,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Sa 07:30-19:00; Apr 01-Dec 19 Su 09:00-13:00; Dec 20-Mar 31 Su 09:00-18:00,supermarket,POINT (7.0547305 46.2988807),Villars-sur-Ollon,99,1884,Rue Centrale,,Villars-sur-Ollon,L'Epicerie MP SA,http://www.lepiceriemp.ch,,,,,,+41 24 495 2186,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lepiceriemp.ch/?page_id=25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Épicerie,http://www.lepiceriemp.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,node/811027945,811027945,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (6.9517507 46.2540164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,node/1445887274,1445887274,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.119131 46.1369816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,node/1526734479,1526734479,node,,,,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.0159588 46.2503408),,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,node/2398356753,2398356753,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00,supermarket,POINT (6.9563938 46.265381),Collombey,2,1868,Zone Artisanale Entre deux Fossaux,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,node/2917030369,2917030369,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,"Mo-Th 08:30-18:30, Fr 08:30-20:00, Sa 08:00-17:00",supermarket,POINT (7.0765572 46.112588),,,,,,,Migros,,,,,,,027 720 68 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,node/4348657190,4348657190,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,Mo-Th 07:30-18:30; Fr 07:30-20:00; Sa 07:30-17:00,supermarket,POINT (7.143693 46.0792162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,node/4417429699,4417429699,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.0053971 46.2145524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,node/5111530089,5111530089,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,"Mo 09:00-18:30; Tu-Th 08:30-18:30; Fr 08:30-21:00; Sa 08:00-17:00; Su,PH closed",supermarket,POINT (6.9360883 46.31738),Aigle,4,1860,Chemin Sous le Grand-Pré,,,Coopérative Migros Vaud,https://www.migros.ch,,,,,,+41 585735100,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,node/5111530090,5111530090,node,,,,,,,,Migros,"Mo 08:30-18:30; Tu-Th 08:00-18:30; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed",,POINT (6.9379643 46.3173466),Aigle,4,1860,Chemin Sous le Grand-Pré,,,,https://www.migros.ch,,,,,,+41 585735180,,,,,,,,,,same,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
