,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,wheelchair,geometry,opening_hours,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,operator,phone,nodes,building,building:levels,roof:levels,roof:shape,alt_name,branch,website,landuse,level,organic,payment:cash,payment:maestro,toilets:wheelchair,access,amenity,capacity,fee,layer,parking,wikidata,entrance,source,smoking,internet_access,start_date,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,payment:twint,wheelchair:description,check_date:opening_hours,opening_hours:covid19,kids_area,capacity:disabled,lit,surface,disused:shop,building:roof,payment:postfinance_card,fixme,operator:type,addr:housename,toilets,diet:halal,diet:kosher,post_box:location,description,emergency,emergency:phone,indoor,source:opening_hours,takeaway,addr:place,check_date,bus,ele,highway,network,public_transport,uic_name,uic_ref,operator:wikidata,name:en,internet_access:fee,building:material,roof:colour,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,smoothness,payment:cryptocurrencies,payment:mastercard,payment:visa,end_date,departures_board,access:covid19,changing_table,fax,contact:website,dog,addr:state,opening_hours:url,source:addr,building:part,contact:addr:full,internet_access:ssid,changing_table:location,recycling:batteries,contact:addr,addr:full,addr:street:fr,official_name,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,man_made,surveillance,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:diners_club,payment:jcb,addr:suburb,loc_name,post_office:brand
370,node/317466812,317466812,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.5601521 46.873158),"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",Münsingen,CH,5,3110,Bahnhofplatz,,Genossenschaft Migros Aare,,,,,,,Migros Münsingen (MM),Münsingen,https://filialen.migros.ch/de/migros-supermarkt-muensingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,node/371216705,371216705,node,Migros,Q680727,de:Migros,,,,,Migros,,,POINT (7.3995709 46.9440366),"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Bern,,110,3018,Bethlehemstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Stöckacker,Bern Stöckacker,https://filialen.migros.ch/de/migros-supermarkt-bern-stoeckacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,node/371746671,371746671,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.2527476 47.1317185),Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su off,,,,,,,,+4158 567 31 00,,,,,,,,https://www.migros.ch/,,,,yes,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,unisex_toilet,,,,,,,,,,,,,,,,,,,,,,,,,,
373,node/438261303,438261303,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.433628 46.955334),"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",Bern,CH,43,3012,Zähringerstrasse,+41 58 567 66 50,Genossenschaft Migros Aare,,,,,,,Migros Zähringer (MM),Bern Zähringer,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,2022-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-bern-zaehringer,,,,,,,MIGROS WiFi,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
374,node/457555818,457555818,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.5585463 47.1284908),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Utzenstorf,,39,3427,Hauptstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Utzenstorf,Utzenstorf Linde,https://filialen.migros.ch/de/migros-supermarkt-utzenstorf-linde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,node/479283559,479283559,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.4512598 47.0199856),"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",Münchenbuchsee,,14,3053,Bernstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Münchenbuchsee,Münchenbuchsee Tanne,https://filialen.migros.ch/de/migros-supermarkt-muenchenbuchsee-tanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,node/489771088,489771088,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4531136 46.9422469),"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",Bern,,18,3005,Thunstrasse,+41 58 5675050,Genossenschaft Migros Aare,,,,,,,Migros Kirchenfeld,Bern Kirchenfeld,https://filialen.migros.ch/de/migros-supermarkt-bern-kirchenfeld,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,"Thunstrasse 18, 3005 Bern",MIGROS WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,node/529952282,529952282,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4750949 46.9369871),"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",Bern,CH,1,3006,Egghölzlistrasse,,Genossenschaft Migros Aare,,,,,,,Migros Egghölzli,Bern Egghölzli,https://filialen.migros.ch/de/migros-supermarkt-bern-egghoelzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,node/536500228,536500228,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.6208073 47.0591662),Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00; PH off,Burgdorf,,27,3400,Lyssachstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Burgdorf (MM),Burgdorf Neumarkt,https://filialen.migros.ch/de/migros-supermarkt-burgdorf-neumarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,node/536764788,536764788,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4812674 46.9395786),"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Bern,CH,15,3015,Jupiterstrasse,,Genossenschaft Migros Aare,+41 58 567 65 00,,,,,,Migros Murifeld,Bern Murifeld,https://filialen.migros.ch/de/migros-supermarkt-bern-murifeld,,,,,,,,,,,,,,,,,,,,,,,,,,Personal hilft gerne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,node/537955675,537955675,node,,,,,,,,Migros,supermarket,yes,POINT (7.4724059 46.9455422),"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH off",,,,,,+41 58 567 40 80,,,,,,,,,Bern Freudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q680727,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-bern-freudenberg,,,,,,,,,,"Giacomettistrasse 15, 3006 Bern",,,,,,,,,,,,,,,,,,,,,,,,
381,node/540757239,540757239,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4636343 46.9657564),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Bern,,71,3014,Wankdorffeldstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Winkelried (MM),Bern Winkelried,https://filialen.migros.ch/de/migros-supermarkt-bern-winkelried,,,,,,yes,,,,,,,,,,,wlan,,,,,,,,,Schlüssel für WC an der Kasse holen. Mit Lift bis Toiletten fahren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wankdorffeldstrasse 71, 3014",,,,,,,,,,,,,,,,,,,,,,,
382,node/601508844,601508844,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4569972 46.9933627),"Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; Su,PH off",,,,,,+41 58 567 26 00,Genossenschaft Migros Aare,,,,,,,Migros Zollikofen,Zollikofen,,,,,yes,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.migros.ch,,,https://filialen.migros.ch/de/migros-supermarkt-zollikofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,node/667410777,667410777,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (7.4319625 46.9400687),"Mo-Fr 07:00-20:00, Sa 08:00-17:00; PH off",Bern,CH,1,3007,Seftigenstrasse,+41 58 5676150,Genossenschaft Migros Aare,,,,,,,Migros Eigerplatz,Bern Eigerplatz,https://filialen.migros.ch/de/migros-supermarkt-bern-eigerplatz,,,,,,,,,,,,,,,survey and website,,,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,node/702374477,702374477,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.2443027 47.1350486),"Mo-We 07:30-19:00; Th,Fr 07:30-20:00; Sa 07:30-17:00; Su off",Biel/Bienne,,15,2502,Bahnhofstrasse,,,,,,,,,,,,,0,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,Rue de la Gare,Migros Bielerhof,,,,,,,,,,,,,,,,,,,,,
385,node/726288113,726288113,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.5041936 46.9332941),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",Gümligen,CH,1,3073,Turbenweg,+41 58 5677900,Genossenschaft Migros Aare,,,,,,,Migros Gümligen,Gümligen,https://filialen.migros.ch/de/migros-supermarkt-guemligen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum Moos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,node/922783656,922783656,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (7.4931656 46.8966085),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",Belp,,28,3123,Steinbachstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Belp (MM),Belp,https://filialen.migros.ch/de/migros-supermarkt-belp-2,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,node/936779857,936779857,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4596282 46.9224985),"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 07:30-17:00; Su,PH closed",,,,,,,Genossenschaft Migros Aare,+41 58 567 30 25,,,,,,,Wabern,https://filialen.migros.ch/de/migros-supermarkt-wabern-chly-wabere,,-1,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,node/1022612040,1022612040,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (7.4142401 46.9232213),"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",Köniz,CH,10,3098,Bläuacker,,Genossenschaft Migros Aare,,,,,,,Migros Köniz (MM),Köniz Bläuacker,https://filialen.migros.ch/de/migros-supermarkt-koeniz-blaeuacker,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,node/1036935972,1036935972,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.495875 46.9568283),"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed",,,,,,,Genossenschaft Migros Aare,+41 58 567 05 00,,,,,,Migros Ostermundigen,Ostermundigen,https://filialen.migros.ch/de/migros-supermarkt-ostermundigen,,0,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,yes,yes,yes,yes,,,,,,,,,,,,,,,,
390,node/1038000744,1038000744,node,,,,,,,,Migros,,,POINT (7.2473781 47.1406845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surveillance,indoor,,,,,,,,,,,,,,
391,node/1287226888,1287226888,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.3039734 47.0787878),Mo-We 8:00-19:00; Th 8:00-20:00; Fr 8:00-21:00; Sa 7:30-17:00,Lyss,,28,3250,Steinweg,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,"Lift, Behindertentoilette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,node/1422052366,1422052366,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,limited,POINT (7.6212317 46.8762776),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off",Konolfingen,,21,3510,Thunstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Konolfingen,Konolfingen,https://filialen.migros.ch/de/migros-supermarkt-konolfingen,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,node/1423960539,1423960539,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.1942442 46.9735785),,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,node/1490586102,1490586102,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.5807312 47.0890127),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",Kirchberg BE,,17,3422,Solothurnstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Kirchberg (MM),Kirchberg BE,https://filialen.migros.ch/de/migros-supermarkt-kirchberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,node/1722681316,1722681316,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.3899387 46.9393448),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Bern,CH,7,3018,Bottigenstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Bachmätteli (MM),Bern Bachmätteli,https://filialen.migros.ch/de/migros-supermarkt-bern-bachmaetteli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,node/1805821597,1805821597,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.4851349 46.9742613),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off",Ittigen,CH,6,3063,Talweg,,Genossenschaft Migros Aare,+41 58 567 82 00,,,,,,Migros Ittigen (MM),Ittigen,https://filialen.migros.ch/de/migros-supermarkt-ittigen,,,,,,,,,,,,,,,migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,node/1889971048,1889971048,node,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.3164046 46.8903676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,node/1918200363,1918200363,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (7.3744929 46.9450069),Mo-Th 09:00-20:00; Fr 09:00-21:00; Sa 08:00-17:00,,,,,,,Genossenschaft Migros Aare,+41 58 567 03 03,,,,,,Migros Bern Westside,Bern Westside,https://filialen.migros.ch/de/migros-supermarkt-bern-westside,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
399,node/2915808789,2915808789,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4384684 46.9475498),"Mo-Fr 07:00-19:00, Sa 07:30-17:00; PH off",,,,,,+41 58 567 61 00,Genossenschaft Migros Aare,,,,,,,Migros Bubenberg (MM),Bern Bubenberg,https://filialen.migros.ch/de/migros-supermarkt-bern-bubenberg,,0,,,,,,,,,,,,,survey and website,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,,"Bubenbergplatz 8, 3011 Bern",,,,,,,,,,,,,,,,,,,,,,,,
400,node/3194788682,3194788682,node,,,,,,,,Migros,,,POINT (7.5606396 46.873312),"08:30-12:30,15:30-20:00",,,,,,,Migros,,,,,,,,,,,,,,,,customers,parking_entrance,,yes,,underground,,,,,,,,,,,,,,,,,,,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
401,node/3203327404,3203327404,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4374791 46.9750321),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; Su,PH closed",Bremgarten bei Bern,,9,3047,Kalchackerstrasse,,Genossenschaft Migros Aare,+41 585673150,,,,,,,Bremgarten Kalchacker,https://www.migros.ch/,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,node/3302216152,3302216152,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.3831165 46.9474596),"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH closed",,,,,,,Genossenschaft Migros Aare,+41 58 567 60 00,,,,,,Migros Bethlehem (MM),Bern Betlehem,https://filialen.migros.ch/de/migros-supermarkt-bern-bethlehem,,0,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,node/3826674661,3826674661,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.2812681 47.1553222),"Mo-We 09:00-19:00, Th-Fr 09:00-20:00, Sa 08:00-17:00; PH off",Biel/Bienne,,20,2503,Sportallee,+41 58 567 30 75,Genossenschaft Migros Aare,,,,,,,Migros Biel Stadion,Biel Stadion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-biel-stadion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,node/4327803573,4327803573,node,,,,postfinance_card,no,no,checkout,Migros,,yes,POINT (7.4531347 46.9611612),Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheibenstrasse 27, 3014 Bern",,,,,,,,,,,,,,,,,,,,,,,,
405,node/4341245404,4341245404,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4362001 46.9478029),"Mo-Fr 06:00-20:00, Sa 06:00-17:00; PH off",Bern,,5,3000,Schanzenstrasse,,Genossenschaft Migros Aare,+41 58 567 49 50,,,,,,Migros Welle 7,Bern Welle 7,https://filialen.migros.ch/de/migros-supermarkt-bern-welle-7,,1,,,,,,,,,,,,,https://www.welle7.ch/en/shopping-enjoyment/migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
406,node/4357546092,4357546092,node,,,,,,,,Migros,,,POINT (7.2353892 47.1151704),Mo-Fr 08:00-19:15; Sa 08:00-17:15; Su off,,,,,,,,,,,,,,,,,,,,,,,customers,parking,,no,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,node/5195631034,5195631034,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.4401916 46.9493144),"Mo-Su,PH 08:00-21:00",,,,,,,,+41 58 567 56 50,,,,,,Migros Bern Bahnhof (MM),Bern Bahnhof,https://filialen.migros.ch/de/migros-supermarkt-bern-bahnhof,,1,,yes,,,,,,,,,,,,,wlan,,,,yes,yes,,,,,2021-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,,,,,,,,,,,,,,,,Bern,10,3011,Bahnhofplatz,,,,,,,
408,node/5246013503,5246013503,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (7.4400562 46.9477904),06:00-22:00,,,,,,,Genossenschaft Migros Aare,,,,,,,Migros Christoffel,Bern Christoffel,https://filialen.migros.ch/de/migros-supermarkt-bern-christoffel,,-1,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,2022-09-11,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,"Christoffel-Unterführung, 3011 Bern",,,,,,,,,,,,,,,,,,-1,yes,yes,yes,,,
409,node/5528673127,5528673127,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.2463632 47.1263165),Mo-Fr 08:00-19:00; Sa 08:00-17:00,Nidau,,15,2560,Lyssstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-nidau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,node/5926722182,5926722182,node,,,,postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (7.3395804 46.8175882),Mo-Th 08:00-19:00;Fr 08:00-20:00;Sa 07:30-17:00; Su off,Schwarzenburg,CH,5,3150,Freiburgstrasse,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,node/6498438957,6498438957,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.4921404 47.0168295),"Mo-Th 09:00-20:00, Fr 09:00-21:30, Sa 08:00-17:00; PH off",Schönbühl,,10,3321,Industriestrasse,,Genossenschaft Migros Aare,,,,,,,Migros Shoppyland (MMM),Schönbühl Shoppyland,https://filialen.migros.ch/de/migros-supermarkt-schoenbuehl-shoppyland,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-schoenbuehl-shoppyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
