,unique_id,osmid,element_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,name:de,opening_hours,operator,phone,shop,geometry,wheelchair,access,amenity,fee,layer,parking,branch,nodes,building,toilets:wheelchair,alt_name,ele,website,diet:halal,diet:kosher,internet_access,check_date:opening_hours,payment:cash,payment:debit_cards,entrance,level,source,opening_hours:covid19,payment:coins,payment:credit_cards,fixme,addr:place,indoor,payment:twint,bus,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,access:covid19,changing_table,organic,fax,contact:phone,addr:state,building:roof,addr:housename,contact:website,smoothness,surface,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,start_date,capacity:disabled,maxstay,source:opening_hours,takeaway,check_date,capacity,operator:wikidata,name:en,building:material,roof:colour,building:levels,roof:shape,roof:levels,park_ride,supervised,post_box:location,kids_area,internet_access:fee,description,emergency,emergency:phone,delivery:covid19,room,wikidata,lit,disused:shop,operator:type,payment:contactless,toilets,payment:notes,payment:telephone_cards,toilets:access,smoking,landuse
128,node/310859990,310859990,node,Niederhasli,,20,8155,Dorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.4852371 47.4799969),yes,,,,,,Niederhasli,,,,Migros Niederhasli,,https://filialen.migros.ch/de/migros-supermarkt-niederhasli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,node/312649674,312649674,node,Wädenswil,,27,8820,Oberdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.6678724 47.2290212),yes,,,,,,Wädenswil,,,,Migros Wädenswil (MMM),,https://filialen.migros.ch/de/migros-supermarkt-waedenswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,node/312838980,312838980,node,Zürich,,376,8004,Badenerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5087992 47.3791999),yes,,,,,,Zürich Albisriederplatz,,,,Migros Albisriederplatz,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-albisriederplatz,,,,2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,node/321361643,321361643,node,Zürich,,75,8057,Schaffhauserstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5384284 47.3925525),yes,,,,,,Zürich Schaffhauserplatz,,,,Migros Schaffhauserplatz,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schaffhauserplatz,,,,2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,node/352860119,352860119,node,Zürich,,140,8003,Birmensdorferstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5200924 47.3701218),yes,,,,,,Zürich Schmiede Wiedikon,,,,Migros Schmiede Wiedikon,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schmiede-wiedikon,,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,node/354543032,354543032,node,Uster,,20,8610,Zürichstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.7151342 47.349994),yes,,,,,,Uster Illuster,,,,Migros Illuster (MMM),,https://filialen.migros.ch/de/migros-supermarkt-uster-illuster,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,node/386270747,386270747,node,Männedorf,CH,262,8708,Alte Landstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Zürich,+41 44 921 60 40,supermarket,POINT (8.6957963 47.253025),yes,,,,,,Männedorf,,,,Migros Männedorf,,https://filialen.migros.ch/de/migros-supermarkt-maennedorf,,,,,,,,,migros.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,node/450879978,450879978,node,Affoltern am Albis,,4,8910,Oberdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.4538088 47.2783381),yes,,,,,,Affoltern am Albis,,,,Migros Affoltern a.A. (MM),,https://filialen.migros.ch/de/migros-supermarkt-affoltern-a-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,node/451720086,451720086,node,Zürich,CH,65,8045,Giesshübelstrasse,Migros,Q680727,en:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5173007 47.3580599),yes,,,,,,Zürich Brunaupark,,,,Migros Brunaupark (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-brunaupark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,node/452715384,452715384,node,Zürich,CH,21,8046,Jonas-Furrer-Strasse,Migros,Q680727,en:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5082174 47.4204198),yes,,,,,,Zürich Affoltern,,,,Migros Affoltern (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-affoltern,,,,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,node/457133149,457133149,node,Zürich,CH,350-354,8050,Hofwiesenstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5430953 47.4105711),yes,,,,,,Zürich Oerlikon Neumarkt,,,,Migros Oerlikon Neumarkt (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-oerlikon-neumarkt,,,,,,,,1,,,,,,Neumarkt Oerlikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,node/471038991,471038991,node,Effretikon,,,8307,Märtplatz,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.685031 47.4286522),yes,,,,,,Effretikon Effi-Märt,,,,Migros Effretikon (MM),,https://filialen.migros.ch/de/migros-supermarkt-effretikon-effi-maert,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,node/475204307,475204307,node,Eschenbach SG,,12,8733,Rickenstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:30-19:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.9239856 47.240999),yes,,,,,,Eschenbach SG,,,no,Migros Eschenbach SG,,https://filialen.migros.ch/de/migros-supermarkt-eschenbach,,,,,,,,,,,,,,,,,,,,,,,Keine Rollstuhlwägen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,node/480274029,480274029,node,Zürich,,3,8037,Scheffelstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5292465 47.3937084),yes,,,,,,Zürich Wipkingen,,,,Migros Wipkingen,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,node/515963223,515963223,node,Dietikon,,28,8953,Löwenstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.4020814 47.4050955),yes,,,,,,Dietikon Löwenzentrum,,,,Migros Dietikon (MM),,https://filialen.migros.ch/de/migros-supermarkt-dietikon-loewenzentrum,,,,2022-10-03,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,node/548919417,548919417,node,Winterthur,,71,8400,Wülflingerstrasse,Migros,Q680727,,,,,,Migros,,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.7122083 47.5068626),yes,,,,,,Winterthur Blumenau,,,,Migros Blumenau,,https://filialen.migros.ch/de/migros-supermarkt-winterthur-blumenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,node/561017124,561017124,node,Dübendorf,,7,8600,Unterdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.6177326 47.3979838),limited,,,,,,Dübendorf,,,,Migros Dübendorf (MM),,https://filialen.migros.ch/de/migros-supermarkt-duebendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,node/623872888,623872888,node,Hombrechtikon,,16,8634,Rütistrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-19:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.7695926 47.2519351),yes,,,,,,Hombrechtikon,,,,Migros Hombrechtikon,,https://filialen.migros.ch/de/migros-supermarkt-hombrechtikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,node/639144592,639144592,node,Zürich,CH,524,8051,Winterthurerstrasse,Migros,Q680727,en:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5730423 47.4037955),yes,,,,,,Zürich Schwamendingen,,,,Migros Schwamendingen,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schwamendingen,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,node/841975023,841975023,node,Urdorf,,87,8902,Birmensdorferstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.4221039 47.3850141),yes,,,,,,Urdorf Spitzacker,,,,Migros Urdorf Spitzacker,,https://filialen.migros.ch/de/migros-supermarkt-urdorf-spitzacker,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,node/891896182,891896182,node,Ebmatingen,,108,8123,Zürichstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.6431507 47.3508913),yes,,,,,,Ebmatingen,,,no,Migros Ebmatingen,,https://filialen.migros.ch/de/migros-supermarkt-ebmatingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,node/958154999,958154999,node,Rapperswil,,19,8640,Untere Bahnhofstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:00-20:00, Sa 07:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.8182095 47.2259117),yes,,,,,,Rapperswil Zentrum,,,,Migros Rapperswil,,https://filialen.migros.ch/de/migros-supermarkt-rapperswil-zentrum,,,,2019-02-21,,,,,,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,node/995471959,995471959,node,Zürich,CH,73,8044,Toblerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5594679 47.3793846),,,,,,,Zürich Toblerplatz,,,,Migros Toblerplatz,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-toblerplatz,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,node/1234617599,1234617599,node,Dielsdorf,,2,8175,Ruchwiesenstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,+41 43 422 20 70,supermarket,POINT (8.4643849 47.4804478),yes,,,,,,Dielsdorf,,,,Migros Dielsdorf (MM),,https://filialen.migros.ch/de/migros-supermarkt-dielsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,node/1328945987,1328945987,node,Winterthur,,40,8405,Hinterdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.7627422 47.485289),yes,,,,,,Winterthur Seen,,,,Migros Seen (MM),,https://filialen.migros.ch/de/migros-supermarkt-winterthur-seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,node/1362066985,1362066985,node,Rapperswil,,4,8640,Zürcherstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.8211586 47.2293927),yes,,,,,,Rapperswil Sonnenhof,,,,Migros Sonnenhof (MM),,https://filialen.migros.ch/de/migros-supermarkt-rapperswil-sonnenhof,,,,,,,,1,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,node/1409406549,1409406549,node,Zürich,CH,293,8053,Witikonerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5856168 47.3592095),,,,,,,Zürich Witikon-Zentrum,,,,Migros Witikon (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-witikon-zentrum,,,,,,,,,,,,,,Zentrum Witikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,node/1537138136,1537138136,node,,,,,,,,,,,,,Migros,,,,,,POINT (8.7811785 47.3689028),yes,,parking_entrance,yes,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,node/1608543461,1608543461,node,Adliswil,,10,8134,Albisstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5249665 47.3112966),,,,,,,Adliswil,,,,Migros Adliswil (MM),,https://filialen.migros.ch/de/migros-supermarkt-adliswil,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,node/1702309790,1702309790,node,Zürich,CH,320,8055,Birmensdorferstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5084445 47.3702412),yes,,,,,,Zürich Wiedikon M-Märt,,,,Migros Wiedikon (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wiedikon-m-maert,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,Wiediker Markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,node/1716179686,1716179686,node,Wallisellen,CH,99,8301,Neue Winterthurerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 09:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5961649 47.4086853),yes,,,,,,Wallisellen Glattzentrum,,,,Migros Glattzentrum (MMM),,https://filialen.migros.ch/de/migros-supermarkt-wallisellen-glattzentrum,,,,,,,,-1;0;1,,,,,,Glattzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,node/1733852562,1733852562,node,Kloten,,5,8302,Kirchgasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5817962 47.4508486),yes,,,,,,Kloten,,,,Migros Kloten (MM),,https://filialen.migros.ch/de/migros-supermarkt-kloten,,,,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q680727,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,node/1831310604,1831310604,node,Wädenswil,,1,8820,Rütistrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-19:00,Genossenschaft Migros Zürich,,supermarket,POINT (8.6375562 47.2353206),yes,,,,,,Wädenswil Zürisee-Center,,,,Migros Zürisee-Center,,https://filialen.migros.ch/de/migros-supermarkt-waedenswil-zuerisee-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,node/1835590613,1835590613,node,Zürich,CH,20,8049,Regensdorferstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.4974554 47.4038519),,,,,,,Zürich Höngg,,,,Migros Höngg,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoengg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,node/1841363712,1841363712,node,Glattbrugg,CH,8,8152,Wallisellerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5676371 47.4341523),yes,,,,,,Glattbrugg,,,,Migros Glattbrugg,,https://filialen.migros.ch/de/migros-supermarkt-glattbrugg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,node/1873142602,1873142602,node,Rümlang,,40a,8153,Hofwisenstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,+41 44 817 80 30,supermarket,POINT (8.5374676 47.4507281),yes,,,,,,Rümlang Hofwisen,,,,Migros Rümlang,,https://filialen.migros.ch/de/migros-supermarkt-ruemlang-hofwisencenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,node/1904401706,1904401706,node,Greifensee,,,8606,,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.6794858 47.3677261),,,,,,,Greifensee,,,,Migros Greifensee,,https://filialen.migros.ch/de/migros-supermarkt-greifensee,,,,,,,,,,,,,,Meierwis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,node/2228946682,2228946682,node,Rüschlikon,,4,8803,Zürcherstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5488069 47.3003679),,,,,,,Rüschlikon Parkside,,,,Migros Parkside,,https://filialen.migros.ch/de/migros-supermarkt-rueschlikon-parkside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,node/2289483628,2289483628,node,Zumikon,,17,8126,Dorfstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.6191373 47.336624),,,,,,,Zumikon,,,,Migros Zumikon,,https://filialen.migros.ch/de/migros-supermarkt-zumikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,node/2330421254,2330421254,node,Zürich,CH,145,8048,Altstetterstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.4875671 47.3882833),yes,,,,,,Zürich Altstetten Neumarkt,,,,Migros Altstetten Neumarkt (MMM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-altstetten-neumarkt,,,,,,,,0;1,,,,,,Neumarkt Altstetten,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,node/2352059118,2352059118,node,Jona,,5,8645,Molkereistrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.8372849 47.2314561),yes,,,,,,Jona Stadttor,,,,Migros Jona,,https://filialen.migros.ch/de/migros-supermarkt-jona-stadttor,,,,2022-09-04,,,,0,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,node/2373827677,2373827677,node,,,,,,,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Su 06:15-23:00,Genossenschaft Migros Zürich,,supermarket,POINT (8.5627402 47.4495018),yes,,,,,,,,,,Migros Flughafen,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-airport,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros Airport (MM),,,,,,,,,,,,,,,,,,,,,,,,,,
170,node/2419669814,2419669814,node,Bülach,,28,8180,Bahnhofstrasse,Migros,Q680727,en:Migros,,,,,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,+41 44 864 40 10,supermarket,POINT (8.5405201 47.5211702),,,,,,,Bülach Sonnenhof,,,,Migros Sonnenhof (MM),,https://filialen.migros.ch/de/migros-supermarkt-buelach-sonnenhof,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,node/2594028784,2594028784,node,Frauenfeld,,227,8500,Zürcherstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.9011135 47.5596697),yes,,,,,,Frauenfeld Zeughausstrasse,,,,Migros Zeughausstrasse,,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-zeughausstrasse,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,node/2639842919,2639842919,node,Frauenfeld,,70-72,8500,Bahnhofplatz,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.8961082 47.5570481),yes,,,,,,Frauenfeld Passage,,,,Migros Frauenfeld (MM),,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-passage,,,,2021-08-31,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,node/2757540857,2757540857,node,Wetzikon (ZH),,151,8620,Bahnhofstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.7997978 47.3280334),yes,,,,,,Wetzikon Züri-Oberland-Märt,,,,Migros Wetzikon ZH (MMM),,https://filialen.migros.ch/de/migros-supermarkt-wetzikon-zueri-oberland-maert,,,,2021-12-30,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,node/2859941184,2859941184,node,Wald ZH,,22,8636,Bahnhofstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.9147401 47.2748374),,,,,,,Wald ZH,,,,Migros Wald ZH,,https://filialen.migros.ch/de/migros-supermarkt-wald-zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,node/2927936198,2927936198,node,Dietikon,,22,8953,Überlandstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.40508 47.4092106),yes,,,,,,Dietikon Limmatfeld,,,,Migros Limmatfeld,,https://filialen.migros.ch/de/migros-supermarkt-dietikon-limmatfeld,,,,2022-09-30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
