,unique_id,osmid,element_type,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,geometry,brand,brand:wikidata,brand:wikipedia,addr:city,addr:country,addr:postcode,addr:street,opening_hours,toilets:wheelchair,wheelchair,operator,name:it,addr:suburb,contact:phone,nodes,addr:housenumber,branch,building,addr:housename,website,phone,bus,highway,public_transport,alt_name,check_date:opening_hours,organic,level,opening_hours:covid19,post_box:location,source,payment:twint,kids_area,internet_access,internet_access:fee,building:levels,delivery:covid19,indoor,room,name:de,access,amenity,fee,layer,parking,ele,diet:halal,diet:kosher,payment:cash,payment:debit_cards,payment:coins,payment:credit_cards,description,emergency,emergency:phone,fixme,addr:place,capacity:disabled,lit,maxheight,surface,covered,supervised,source:addr,landuse,building:part,payment:maestro,payment:mastercard,payment:visa,contact:addr:full,internet_access:ssid,disused:shop,contact:website,recycling:batteries,wheelchair:description,contact:addr,operator:wikidata,addr:full,opening_hours:url,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,roof:levels,nat_name,url,recycling:electrical_appliances,smoking,capacity,changing_table,changing_table:location,addr:street:fr,dog,official_name,takeaway,man_made,surveillance,level:ref,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,post_office:brand,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,opening_date,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
123,way/543112303,543112303,way,,,,,Migros,supermarket,"POLYGON ((7.6261205 46.7603969, 7.6261748 46.7604269, 7.6261674 46.7604356, 7.6262244 46.7604873, 7.6263013 46.7604416, 7.6263233 46.7604541, 7.6265089 46.7603383, 7.6267745 46.7601054, 7.626812 46.7600726, 7.6267815 46.7600563, 7.6266326 46.7599768, 7.6262398 46.7602994, 7.6261205 46.7603969))",Migros,Q680727,en:Migros,Thun,CH,3600,Bälliz,,,yes,,,,,"[5250440677, 5250440676, 5250440675, 5250440674, 5250440673, 5250440672, 5250440671, 8412159800, 5250440669, 5251032758, 5250440678, 5250440679, 5250440677]",2,,retail,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,way/576793649,576793649,way,postfinance_card,no,no,checkout,Migros,,"POLYGON ((7.6134206 46.7446169, 7.6135146 46.7444447, 7.6150698 46.7448981, 7.6150255 46.7450322, 7.6134206 46.7446169))",,,,,,,,,,yes,,,,,"[5531152680, 5531152679, 2214521755, 5531152678, 5531152680]",,,,,,,,,,,,,-1,,,,,,,,,,room,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,node/280528081,280528081,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4467039 46.9561025),Migros,Q680727,de:Migros,Bern,CH,3013,Dammweg,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,9,Bern Lorraine,,,https://filialen.migros.ch/de/migros-supermarkt-bern-lorraine,,,,,Migros Lorraine,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,node/287001910,287001910,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4449955 46.9483633),Migros,Q680727,de:Migros,,,,,Mo 09:00-19:00; Tu-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-20:00; Sa 07:30-17:00; PH off,,yes,Genossenschaft Migros Aare,,,+41 58 5676300,,,Bern Marktgasse,,,https://filialen.migros.ch/de/migros-supermarkt-bern-marktgasse,,,,,Migros Marktgasse (MMM),,,-1;0,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marktgasse 46, 3011 Bern",MIGROS WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,node/308188423,308188423,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.7037027 47.1865987),Migros,Q680727,de:Migros,Herzogenbuchsee,CH,3360,Bernstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,33,Herzogenbuchsee,,,https://filialen.migros.ch/de/migros-supermarkt-herzogenbuchsee,+41 58 567 79 30,,,,Migros Herzogenbuchsee (MM),2022-02-27,,,,,migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,node/371216705,371216705,node,,,,,Migros,,POINT (7.3995709 46.9440366),Migros,Q680727,de:Migros,Bern,,3018,Bethlehemstrasse,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Aare,,,,,110,Bern Stöckacker,,,https://filialen.migros.ch/de/migros-supermarkt-bern-stoeckacker,,,,,Migros Stöckacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,node/438261303,438261303,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.433628 46.955334),Migros,Q680727,de:Migros,Bern,CH,3012,Zähringerstrasse,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 567 66 50,,43,Bern Zähringer,,,,,,,,Migros Zähringer (MM),2022-11-20,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,https://filialen.migros.ch/de/migros-supermarkt-bern-zaehringer,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,node/457555818,457555818,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5585463 47.1284908),Migros,Q680727,de:Migros,Utzenstorf,,3427,Hauptstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Aare,,,,,39,Utzenstorf Linde,,,https://filialen.migros.ch/de/migros-supermarkt-utzenstorf-linde,,,,,Migros Utzenstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,node/479283559,479283559,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4512598 47.0199856),Migros,Q680727,de:Migros,Münchenbuchsee,,3053,Bernstrasse,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Aare,,,,,14,Münchenbuchsee Tanne,,,https://filialen.migros.ch/de/migros-supermarkt-muenchenbuchsee-tanne,,,,,Migros Münchenbuchsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,node/489771088,489771088,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4531136 46.9422469),Migros,Q680727,en:Migros,Bern,,3005,Thunstrasse,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 5675050,,18,Bern Kirchenfeld,,,https://filialen.migros.ch/de/migros-supermarkt-bern-kirchenfeld,,,,,Migros Kirchenfeld,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thunstrasse 18, 3005 Bern",MIGROS WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,node/529952282,529952282,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4750949 46.9369871),Migros,Q680727,de:Migros,Bern,CH,3006,Egghölzlistrasse,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,1,Bern Egghölzli,,,https://filialen.migros.ch/de/migros-supermarkt-bern-egghoelzli,,,,,Migros Egghölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,node/536500228,536500228,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6208073 47.0591662),Migros,Q680727,en:Migros,Burgdorf,,3400,Lyssachstrasse,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00; PH off,,yes,Genossenschaft Migros Aare,,,,,27,Burgdorf Neumarkt,,,https://filialen.migros.ch/de/migros-supermarkt-burgdorf-neumarkt,,,,,Migros Burgdorf (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,node/536764788,536764788,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4812674 46.9395786),Migros,Q680727,de:Migros,Bern,CH,3015,Jupiterstrasse,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,15,Bern Murifeld,,,https://filialen.migros.ch/de/migros-supermarkt-bern-murifeld,+41 58 567 65 00,,,,Migros Murifeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal hilft gerne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,node/537955675,537955675,node,,,,,Migros,supermarket,POINT (7.4724059 46.9455422),,,,,,,,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH off",,yes,,,,+41 58 567 40 80,,,Bern Freudenberg,,,,,,,,,2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-bern-freudenberg,,,"Giacomettistrasse 15, 3006 Bern",Q680727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,node/540757239,540757239,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4636343 46.9657564),Migros,Q680727,de:Migros,Bern,,3014,Wankdorffeldstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",yes,yes,Genossenschaft Migros Aare,,,,,71,Bern Winkelried,,,https://filialen.migros.ch/de/migros-supermarkt-bern-winkelried,,,,,Migros Winkelried (MM),,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel für WC an der Kasse holen. Mit Lift bis Toiletten fahren.,,,"Wankdorffeldstrasse 71, 3014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,node/601508844,601508844,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4569972 46.9933627),Migros,Q680727,en:Migros,,,,,"Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; Su,PH off",yes,yes,Genossenschaft Migros Aare,,,+41 58 567 26 00,,,Zollikofen,,,,,,,,Migros Zollikofen,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,https://www.migros.ch,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zollikofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,node/667410777,667410777,node,,,,,Migros,supermarket,POINT (7.4319625 46.9400687),Migros,Q680727,de:Migros,Bern,CH,3007,Seftigenstrasse,"Mo-Fr 07:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 5676150,,1,Bern Eigerplatz,,,https://filialen.migros.ch/de/migros-supermarkt-bern-eigerplatz,,,,,Migros Eigerplatz,2021-08-17,,,,,survey and website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,node/668900326,668900326,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5603451 47.2034641),Migros,Q680727,de:Migros,Zuchwil,,4528,Hauptstrasse,"Mo-Fr 08:00-18:30,Sa 07:30-18:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 567 26 50,,60-62,Zuchwil,,,https://filialen.migros.ch/de/migros-supermarkt-zuchwil,,,,,Migros Zuchwil,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,node/702400147,702400147,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.399181 47.1897028),Migros,Q680727,de:Migros,Grenchen,,2540,Freiestrasse,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 07:30-18:00; PH off",yes,yes,Genossenschaft Migros Aare,,,,,10,Grenchen,,,https://filialen.migros.ch/de/migros-supermarkt-grenchen,,,,,Migros Grenchen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,node/726288113,726288113,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5041936 46.9332941),Migros,Q680727,de:Migros,Gümligen,CH,3073,Turbenweg,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 5677900,,1,Gümligen,,Zentrum Moos,https://filialen.migros.ch/de/migros-supermarkt-guemligen,,,,,Migros Gümligen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,node/831519655,831519655,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.7876463 46.9398302),Migros,Q680727,de:Migros,Langnau i. E.,,3550,Schlossstrasse,"Mo-We 08:00-19:00, Th 08:00-20:00, Fr 08:00-21:30, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Aare,,,,,1a,Langnau im Emmental,,,https://filialen.migros.ch/de/migros-supermarkt-langnau-ie,,,,,Migros Langnau i.E. (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,node/922783656,922783656,node,,,,,Migros,supermarket,POINT (7.4931656 46.8966085),Migros,Q680727,de:Migros,Belp,,3123,Steinbachstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,28,Belp,,,https://filialen.migros.ch/de/migros-supermarkt-belp-2,,,,,Migros Belp (MM),,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,node/936779857,936779857,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4596282 46.9224985),Migros,Q680727,en:Migros,,,,,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 07:30-17:00; Su,PH closed",,yes,Genossenschaft Migros Aare,,,,,,Wabern,,,https://filialen.migros.ch/de/migros-supermarkt-wabern-chly-wabere,+41 58 567 30 25,,,,,2021-09-14,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,node/1022612040,1022612040,node,,,,,Migros,supermarket,POINT (7.4142401 46.9232213),Migros,Q680727,de:Migros,Köniz,CH,3098,Bläuacker,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,10,Köniz Bläuacker,,,https://filialen.migros.ch/de/migros-supermarkt-koeniz-blaeuacker,,,,,Migros Köniz (MM),,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,node/1036935972,1036935972,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.495875 46.9568283),Migros,Q680727,en:Migros,,,,,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed",,yes,Genossenschaft Migros Aare,,,,,,Ostermundigen,,,https://filialen.migros.ch/de/migros-supermarkt-ostermundigen,+41 58 567 05 00,,,,Migros Ostermundigen,2021-09-30,,0,,,,,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,node/1142280066,1142280066,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.8401905 47.1135161),Migros,Q680727,de:Migros,Huttwil,CH,4950,Bernstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Aare,,,,,6,Huttwil,,,https://filialen.migros.ch/de/migros-supermarkt-huttwil,+41 58 567 37 50,,,,Migros Huttwil (MM),,,,,,migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,node/1422052366,1422052366,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6212317 46.8762776),Migros,Q680727,de:Migros,Konolfingen,,3510,Thunstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off",,limited,Genossenschaft Migros Aare,,,,,21,Konolfingen,,,https://filialen.migros.ch/de/migros-supermarkt-konolfingen,,,,,Migros Konolfingen,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,node/1490586102,1490586102,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5807312 47.0890127),Migros,Q680727,de:Migros,Kirchberg BE,,3422,Solothurnstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Aare,,,,,17,Kirchberg BE,,,https://filialen.migros.ch/de/migros-supermarkt-kirchberg,,,,,Migros Kirchberg (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,node/1722681316,1722681316,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.3899387 46.9393448),Migros,Q680727,de:Migros,Bern,CH,3018,Bottigenstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Aare,,,,,7,Bern Bachmätteli,,,https://filialen.migros.ch/de/migros-supermarkt-bern-bachmaetteli,,,,,Migros Bachmätteli (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,node/1805821597,1805821597,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4851349 46.9742613),Migros,Q680727,de:Migros,Ittigen,CH,3063,Talweg,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Aare,,,,,6,Ittigen,,,https://filialen.migros.ch/de/migros-supermarkt-ittigen,+41 58 567 82 00,,,,Migros Ittigen (MM),,,,,,migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,node/1830151553,1830151553,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.7841206 47.2144731),Migros,Q680727,de:Migros,Langenthal,,4900,Wiesenstrasse,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,28,Langenthal,,,https://filialen.migros.ch/de/migros-supermarkt-langenthal,,,,,Migros Langenthal (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,node/2915808789,2915808789,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4384684 46.9475498),Migros,Q680727,de:Migros,,,,,"Mo-Fr 07:00-19:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,+41 58 567 61 00,,,Bern Bubenberg,,,https://filialen.migros.ch/de/migros-supermarkt-bern-bubenberg,,,,,Migros Bubenberg (MM),,,0,,,survey and website,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,,,,"Bubenbergplatz 8, 3011 Bern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,node/3203327404,3203327404,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4374791 46.9750321),Migros,Q680727,de:Migros,Bremgarten bei Bern,,3047,Kalchackerstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; Su,PH closed",,yes,Genossenschaft Migros Aare,,,,,9,Bremgarten Kalchacker,,,https://www.migros.ch/,+41 585673150,,,,,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGROS WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,node/3294363493,3294363493,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5617992 47.1830894),Migros,Q680727,de:Migros,Biberist,,4562,Hauptstrasse,"Mo-Th 08:00-18:30, Fr 08:00-20:00, Sa 07:30-18:00; PH off",,yes,Genossenschaft Migros Aare,,,,,21,Biberist,,,https://filialen.migros.ch/de/migros-supermarkt-biberist,,,,,Migros Biberist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,node/3302216152,3302216152,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.3831165 46.9474596),Migros,Q680727,en:Migros,,,,,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH closed",,,Genossenschaft Migros Aare,,,,,,Bern Betlehem,,,https://filialen.migros.ch/de/migros-supermarkt-bern-bethlehem,+41 58 567 60 00,,,,Migros Bethlehem (MM),2021-09-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,node/3590371516,3590371516,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5113285 47.2183562),Migros,Q680727,de:Migros,Langendorf,,4513,,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 08:00-18:00; PH off",,,Genossenschaft Migros Aare,,,+41 58 567 84 00,,6,Langendorf Ladedorf,,,,,,,,Migros Langendorf (MMM),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabrikstrasse,,,,,,,,,,,,,,,,https://www.ladedorf.ch/shops-gastro/shop-detail/migros-supermarkt-ladedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,node/4327803573,4327803573,node,postfinance_card,no,no,checkout,Migros,,POINT (7.4531347 46.9611612),,,,,,,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,yes,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,"Scheibenstrasse 27, 3014 Bern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,node/4341245404,4341245404,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4362001 46.9478029),Migros,Q680727,en:Migros,Bern,,3000,Schanzenstrasse,"Mo-Fr 06:00-20:00, Sa 06:00-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,5,Bern Welle 7,,,https://filialen.migros.ch/de/migros-supermarkt-bern-welle-7,+41 58 567 49 50,,,,Migros Welle 7,,,1,,,https://www.welle7.ch/en/shopping-enjoyment/migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
